,Feature 1,Feature 2,Accuracy 1,Accuracy 2,Accuracy 3,Average Accuracy
126,flag,num_failed_logins,0.5970149253731343,0.6119402985074627,0.6467661691542289,0.6185737976782754
199,dst_bytes,num_failed_logins,0.6019900497512438,0.6218905472636815,0.6318407960199005,0.6185737976782754
738,srv_serror_rate,dst_host_rerror_rate,0.6766169154228856,0.6069651741293532,0.572139303482587,0.6185737976782754
797,srv_diff_host_rate,dst_host_same_srv_rate,0.6268656716417911,0.6318407960199005,0.5970149253731343,0.6185737976782754
742,rerror_rate,same_srv_rate,0.6218905472636815,0.5970149253731343,0.6368159203980099,0.6185737976782753
376,num_failed_logins,count,0.6268656716417911,0.6417910447761194,0.582089552238806,0.6169154228855721
467,root_shell,rerror_rate,0.5920398009950248,0.6467661691542289,0.6119402985074627,0.6169154228855721
290,wrong_fragment,dst_host_srv_count,0.6119402985074627,0.6368159203980099,0.6019900497512438,0.6169154228855721
747,rerror_rate,dst_host_same_srv_rate,0.6318407960199005,0.5920398009950248,0.6268656716417911,0.6169154228855721
129,flag,root_shell,0.6019900497512438,0.6169154228855721,0.6318407960199005,0.6169154228855721
108,service,srv_diff_host_rate,0.6119402985074627,0.5771144278606966,0.6616915422885572,0.6169154228855721
229,dst_bytes,dst_host_srv_rerror_rate,0.6666666666666666,0.5970149253731343,0.5870646766169154,0.6169154228855721
92,service,su_attempted,0.6616915422885572,0.6467661691542289,0.5422885572139303,0.6169154228855721
1,duration,service,0.6268656716417911,0.582089552238806,0.6368159203980099,0.6152570480928691
662,is_guest_login,dst_host_same_srv_rate,0.6169154228855721,0.5572139303482587,0.6716417910447762,0.615257048092869
195,dst_bytes,land,0.6019900497512438,0.6517412935323383,0.5920398009950248,0.615257048092869
212,dst_bytes,srv_count,0.6019900497512438,0.6616915422885572,0.582089552238806,0.615257048092869
412,logged_in,same_srv_rate,0.6318407960199005,0.6069651741293532,0.6069651741293532,0.615257048092869
100,service,count,0.6069651741293532,0.6119402985074627,0.6268656716417911,0.615257048092869
109,service,dst_host_count,0.6019900497512438,0.6169154228855721,0.6268656716417911,0.615257048092869
490,su_attempted,count,0.5771144278606966,0.6318407960199005,0.6318407960199005,0.6135986733001659
858,dst_host_rerror_rate,dst_host_srv_rerror_rate,0.6268656716417911,0.6467661691542289,0.5671641791044776,0.6135986733001658
324,urgent,dst_host_same_srv_rate,0.6019900497512438,0.6218905472636815,0.6169154228855721,0.6135986733001658
225,dst_bytes,dst_host_srv_diff_host_rate,0.5970149253731343,0.6069651741293532,0.6318407960199005,0.6119402985074628
833,dst_host_diff_srv_rate,dst_host_same_src_port_rate,0.6019900497512438,0.6019900497512438,0.6318407960199005,0.6119402985074628
71,protocol_type,dst_host_srv_count,0.6318407960199005,0.5920398009950248,0.6119402985074627,0.6119402985074627
819,dst_host_srv_count,dst_host_srv_diff_host_rate,0.572139303482587,0.6169154228855721,0.6467661691542289,0.6119402985074626
774,same_srv_rate,dst_host_same_srv_rate,0.6119402985074627,0.6666666666666666,0.5522388059701493,0.6102819237147595
4,duration,dst_bytes,0.6019900497512438,0.6019900497512438,0.6268656716417911,0.6102819237147595
856,dst_host_srv_serror_rate,dst_host_srv_rerror_rate,0.5870646766169154,0.582089552238806,0.6616915422885572,0.6102819237147595
781,same_srv_rate,dst_host_srv_rerror_rate,0.6119402985074627,0.5870646766169154,0.6318407960199005,0.6102819237147595
786,diff_srv_rate,dst_host_same_srv_rate,0.5870646766169154,0.6567164179104478,0.5870646766169154,0.6102819237147595
761,srv_rerror_rate,dst_host_same_srv_rate,0.6169154228855721,0.6218905472636815,0.5920398009950248,0.6102819237147594
440,num_compromised,srv_rerror_rate,0.5870646766169154,0.5920398009950248,0.6467661691542289,0.6086235489220564
331,urgent,dst_host_srv_rerror_rate,0.5970149253731343,0.5970149253731343,0.6318407960199005,0.6086235489220564
852,dst_host_serror_rate,dst_host_rerror_rate,0.6368159203980099,0.5671641791044776,0.6218905472636815,0.6086235489220564
806,dst_host_count,dst_host_srv_count,0.6218905472636815,0.5970149253731343,0.6069651741293532,0.6086235489220564
621,num_outbound_cmds,dst_host_same_srv_rate,0.5870646766169154,0.6218905472636815,0.6119402985074627,0.6069651741293532
407,logged_in,srv_count,0.6169154228855721,0.6069651741293532,0.5970149253731343,0.6069651741293532
657,is_guest_login,same_srv_rate,0.5920398009950248,0.6119402985074627,0.6169154228855721,0.6069651741293532
642,is_host_login,dst_host_same_srv_rate,0.5870646766169154,0.5920398009950248,0.6368159203980099,0.6053067993366501
215,dst_bytes,rerror_rate,0.5920398009950248,0.6169154228855721,0.6069651741293532,0.60530679933665
176,src_bytes,srv_count,0.6368159203980099,0.5572139303482587,0.6218905472636815,0.60530679933665
97,service,num_outbound_cmds,0.6616915422885572,0.5572139303482587,0.5970149253731343,0.60530679933665
816,dst_host_srv_count,dst_host_same_srv_rate,0.6119402985074627,0.6218905472636815,0.582089552238806,0.60530679933665
507,su_attempted,dst_host_rerror_rate,0.582089552238806,0.6417910447761194,0.5920398009950248,0.60530679933665
698,srv_count,dst_host_srv_count,0.5920398009950248,0.6069651741293532,0.6169154228855721,0.60530679933665
752,rerror_rate,dst_host_srv_serror_rate,0.6218905472636815,0.5522388059701493,0.6417910447761194,0.60530679933665
132,flag,num_file_creations,0.6318407960199005,0.6169154228855721,0.5621890547263682,0.603648424543947
685,count,dst_host_serror_rate,0.582089552238806,0.6218905472636815,0.6069651741293532,0.603648424543947
822,dst_host_srv_count,dst_host_rerror_rate,0.6517412935323383,0.572139303482587,0.5870646766169154,0.603648424543947
673,count,srv_serror_rate,0.5671641791044776,0.6517412935323383,0.5920398009950248,0.6036484245439468
387,num_failed_logins,dst_host_same_srv_rate,0.6119402985074627,0.6119402985074627,0.582089552238806,0.6019900497512438
641,is_host_login,dst_host_srv_count,0.5920398009950248,0.5870646766169154,0.6268656716417911,0.6019900497512438
826,dst_host_same_srv_rate,dst_host_same_src_port_rate,0.582089552238806,0.6169154228855721,0.6069651741293532,0.6019900497512438
117,service,dst_host_rerror_rate,0.6417910447761194,0.5323383084577115,0.6318407960199005,0.6019900497512438
631,is_host_login,count,0.5572139303482587,0.6616915422885572,0.5870646766169154,0.6019900497512437
655,is_guest_login,rerror_rate,0.5970149253731343,0.6019900497512438,0.6019900497512438,0.6003316749585407
756,srv_rerror_rate,same_srv_rate,0.6218905472636815,0.6069651741293532,0.572139303482587,0.6003316749585407
583,num_shells,dst_host_srv_rerror_rate,0.5572139303482587,0.582089552238806,0.6616915422885572,0.6003316749585407
149,flag,dst_host_same_srv_rate,0.6069651741293532,0.6069651741293532,0.5870646766169154,0.6003316749585407
93,service,num_root,0.582089552238806,0.5970149253731343,0.6169154228855721,0.5986733001658374
198,dst_bytes,hot,0.5920398009950248,0.6119402985074627,0.5920398009950248,0.5986733001658374
417,logged_in,dst_host_same_srv_rate,0.5920398009950248,0.582089552238806,0.6218905472636815,0.5986733001658374
140,flag,serror_rate,0.5970149253731343,0.5671641791044776,0.6318407960199005,0.5986733001658374
84,service,land,0.5920398009950248,0.6268656716417911,0.5771144278606966,0.5986733001658374
727,srv_serror_rate,same_srv_rate,0.6169154228855721,0.5323383084577115,0.6467661691542289,0.5986733001658374
684,count,dst_host_srv_diff_host_rate,0.5771144278606966,0.5870646766169154,0.6268656716417911,0.5970149253731344
197,dst_bytes,urgent,0.6019900497512438,0.6019900497512438,0.5870646766169154,0.5970149253731344
386,num_failed_logins,dst_host_srv_count,0.5373134328358209,0.6019900497512438,0.6517412935323383,0.5970149253731344
91,service,root_shell,0.6417910447761194,0.6069651741293532,0.5422885572139303,0.5970149253731343
516,num_root,count,0.5920398009950248,0.5323383084577115,0.6666666666666666,0.5970149253731343
216,dst_bytes,srv_rerror_rate,0.6169154228855721,0.5771144278606966,0.5970149253731343,0.5970149253731343
362,hot,dst_host_rerror_rate,0.5970149253731343,0.6119402985074627,0.582089552238806,0.5970149253731343
598,num_access_files,dst_host_srv_count,0.6019900497512438,0.6268656716417911,0.5572139303482587,0.5953565505804312
221,dst_bytes,dst_host_srv_count,0.5970149253731343,0.5572139303482587,0.6318407960199005,0.5953565505804312
676,count,same_srv_rate,0.6069651741293532,0.572139303482587,0.6069651741293532,0.5953565505804312
31,duration,dst_host_srv_count,0.6119402985074627,0.5970149253731343,0.5771144278606966,0.5953565505804311
496,su_attempted,same_srv_rate,0.6218905472636815,0.5920398009950248,0.572139303482587,0.5953565505804311
709,serror_rate,rerror_rate,0.5920398009950248,0.6318407960199005,0.5572139303482587,0.5936981757877281
138,flag,count,0.5572139303482587,0.6417910447761194,0.582089552238806,0.5936981757877281
678,count,srv_diff_host_rate,0.6019900497512438,0.5671641791044776,0.6119402985074627,0.593698175787728
263,land,dst_host_rerror_rate,0.5522388059701493,0.5920398009950248,0.6368159203980099,0.593698175787728
157,flag,??,0.5920398009950248,0.6169154228855721,0.572139303482587,0.593698175787728
474,root_shell,dst_host_same_srv_rate,0.5373134328358209,0.6318407960199005,0.6119402985074627,0.593698175787728
746,rerror_rate,dst_host_srv_count,0.5970149253731343,0.6218905472636815,0.5621890547263682,0.593698175787728
827,dst_host_same_srv_rate,dst_host_srv_diff_host_rate,0.5124378109452736,0.6567164179104478,0.6119402985074627,0.593698175787728
661,is_guest_login,dst_host_srv_count,0.5920398009950248,0.572139303482587,0.6119402985074627,0.5920398009950248
767,srv_rerror_rate,dst_host_rerror_rate,0.5671641791044776,0.6467661691542289,0.5621890547263682,0.5920398009950248
500,su_attempted,dst_host_srv_count,0.6069651741293532,0.6019900497512438,0.5671641791044776,0.5920398009950248
345,hot,count,0.5771144278606966,0.6417910447761194,0.5572139303482587,0.5920398009950248
439,num_compromised,rerror_rate,0.6169154228855721,0.5422885572139303,0.6169154228855721,0.5920398009950248
196,dst_bytes,wrong_fragment,0.5771144278606966,0.5870646766169154,0.6119402985074627,0.5920398009950248
204,dst_bytes,num_root,0.5621890547263682,0.6019900497512438,0.6119402985074627,0.5920398009950248
114,service,dst_host_srv_diff_host_rate,0.572139303482587,0.5970149253731343,0.6069651741293532,0.5920398009950248
319,urgent,same_srv_rate,0.6716417910447762,0.5621890547263682,0.5373134328358209,0.5903814262023218
481,root_shell,dst_host_srv_rerror_rate,0.572139303482587,0.582089552238806,0.6169154228855721,0.5903814262023217
469,root_shell,same_srv_rate,0.6218905472636815,0.5771144278606966,0.5671641791044776,0.5887230514096186
715,serror_rate,dst_host_srv_count,0.572139303482587,0.6218905472636815,0.572139303482587,0.5887230514096186
419,logged_in,dst_host_same_src_port_rate,0.572139303482587,0.5870646766169154,0.6069651741293532,0.5887230514096186
615,num_outbound_cmds,srv_rerror_rate,0.5671641791044776,0.6019900497512438,0.5970149253731343,0.5887230514096186
200,dst_bytes,logged_in,0.5870646766169154,0.5920398009950248,0.5870646766169154,0.5887230514096186
817,dst_host_srv_count,dst_host_diff_srv_rate,0.6119402985074627,0.5572139303482587,0.5970149253731343,0.5887230514096186
