,Feature 1,Feature 2,Accuracy 1,Accuracy 2,Accuracy 3,Average Accuracy
791,diff_srv_rate,dst_host_srv_serror_rate,0.4079601990049751,0.472636815920398,0.4527363184079602,0.4444444444444444
780,same_srv_rate,dst_host_rerror_rate,0.4427860696517413,0.44776119402985076,0.43781094527363185,0.44278606965174133
633,is_host_login,serror_rate,0.5074626865671642,0.417910447761194,0.40298507462686567,0.44278606965174133
508,su_attempted,dst_host_srv_rerror_rate,0.4527363184079602,0.38308457711442784,0.4925373134328358,0.44278606965174133
155,flag,dst_host_rerror_rate,0.4427860696517413,0.44776119402985076,0.43781094527363185,0.44278606965174133
373,num_failed_logins,num_outbound_cmds,0.47761194029850745,0.4577114427860697,0.39303482587064675,0.44278606965174133
665,is_guest_login,dst_host_srv_diff_host_rate,0.4577114427860697,0.4079601990049751,0.4626865671641791,0.44278606965174133
430,num_compromised,num_shells,0.472636815920398,0.43283582089552236,0.4228855721393035,0.44278606965174133
242,land,num_access_files,0.48258706467661694,0.40298507462686567,0.43781094527363185,0.44112769485903813
519,num_root,srv_serror_rate,0.4427860696517413,0.417910447761194,0.4626865671641791,0.44112769485903813
344,hot,is_guest_login,0.43283582089552236,0.43781094527363185,0.4527363184079602,0.44112769485903813
328,urgent,dst_host_serror_rate,0.4626865671641791,0.5024875621890548,0.3582089552238806,0.44112769485903813
495,su_attempted,srv_rerror_rate,0.39800995024875624,0.4577114427860697,0.46766169154228854,0.44112769485903813
317,urgent,rerror_rate,0.44776119402985076,0.4079601990049751,0.46766169154228854,0.44112769485903813
231,land,wrong_fragment,0.4228855721393035,0.43781094527363185,0.4626865671641791,0.44112769485903813
537,num_file_creations,num_access_files,0.43781094527363185,0.44776119402985076,0.43781094527363185,0.44112769485903813
375,num_failed_logins,is_guest_login,0.43283582089552236,0.47761194029850745,0.4129353233830846,0.44112769485903813
394,num_failed_logins,dst_host_srv_rerror_rate,0.42786069651741293,0.4427860696517413,0.4527363184079602,0.44112769485903813
457,root_shell,num_file_creations,0.4527363184079602,0.4626865671641791,0.4079601990049751,0.44112769485903813
304,urgent,root_shell,0.4527363184079602,0.4427860696517413,0.42786069651741293,0.44112769485903813
24,duration,srv_serror_rate,0.48756218905472637,0.39800995024875624,0.43781094527363185,0.44112769485903813
766,srv_rerror_rate,dst_host_srv_serror_rate,0.43781094527363185,0.4527363184079602,0.43283582089552236,0.44112769485903813
582,num_shells,dst_host_rerror_rate,0.4427860696517413,0.39800995024875624,0.48258706467661694,0.44112769485903813
434,num_compromised,is_guest_login,0.40298507462686567,0.43781094527363185,0.47761194029850745,0.43946932006633505
738,srv_serror_rate,dst_host_rerror_rate,0.43283582089552236,0.4577114427860697,0.42786069651741293,0.43946932006633505
694,srv_count,same_srv_rate,0.43781094527363185,0.42786069651741293,0.4527363184079602,0.43946932006633505
539,num_file_creations,is_host_login,0.40298507462686567,0.44776119402985076,0.46766169154228854,0.43946932006633493
710,serror_rate,srv_rerror_rate,0.4527363184079602,0.4527363184079602,0.4129353233830846,0.43946932006633493
223,dst_bytes,dst_host_diff_srv_rate,0.42786069651741293,0.44776119402985076,0.4427860696517413,0.43946932006633493
452,num_compromised,dst_host_rerror_rate,0.47761194029850745,0.4079601990049751,0.43283582089552236,0.43946932006633493
505,su_attempted,dst_host_serror_rate,0.4427860696517413,0.43283582089552236,0.4427860696517413,0.43946932006633493
152,flag,dst_host_srv_diff_host_rate,0.43283582089552236,0.42786069651741293,0.4577114427860697,0.43946932006633493
556,num_file_creations,dst_host_serror_rate,0.42786069651741293,0.5174129353233831,0.373134328358209,0.43946932006633493
570,num_shells,srv_rerror_rate,0.43781094527363185,0.46766169154228854,0.4129353233830846,0.43946932006633493
506,su_attempted,dst_host_srv_serror_rate,0.4129353233830846,0.417910447761194,0.48258706467661694,0.43781094527363185
489,su_attempted,is_guest_login,0.4626865671641791,0.4626865671641791,0.3880597014925373,0.43781094527363185
230,dst_bytes,??,0.4925373134328358,0.4079601990049751,0.4129353233830846,0.43781094527363185
123,flag,wrong_fragment,0.4079601990049751,0.46766169154228854,0.43781094527363185,0.43781094527363185
622,num_outbound_cmds,dst_host_diff_srv_rate,0.4129353233830846,0.4427860696517413,0.4577114427860697,0.43781094527363185
729,srv_serror_rate,srv_diff_host_rate,0.44776119402985076,0.43781094527363185,0.42786069651741293,0.43781094527363185
719,serror_rate,dst_host_srv_diff_host_rate,0.4079601990049751,0.43283582089552236,0.472636815920398,0.43781094527363185
316,urgent,srv_serror_rate,0.43283582089552236,0.42786069651741293,0.4527363184079602,0.43781094527363185
143,flag,srv_rerror_rate,0.4427860696517413,0.46766169154228854,0.40298507462686567,0.43781094527363185
722,serror_rate,dst_host_rerror_rate,0.4427860696517413,0.472636815920398,0.39800995024875624,0.43781094527363185
412,logged_in,same_srv_rate,0.4626865671641791,0.4129353233830846,0.43781094527363185,0.43781094527363185
451,num_compromised,dst_host_srv_serror_rate,0.47761194029850745,0.417910447761194,0.417910447761194,0.4378109452736318
359,hot,dst_host_srv_diff_host_rate,0.47761194029850745,0.417910447761194,0.417910447761194,0.4378109452736318
583,num_shells,dst_host_srv_rerror_rate,0.4577114427860697,0.43781094527363185,0.4129353233830846,0.43615257048092876
735,srv_serror_rate,dst_host_srv_diff_host_rate,0.43283582089552236,0.4577114427860697,0.417910447761194,0.43615257048092876
362,hot,dst_host_rerror_rate,0.4427860696517413,0.4079601990049751,0.4577114427860697,0.43615257048092876
751,rerror_rate,dst_host_serror_rate,0.4527363184079602,0.38308457711442784,0.472636815920398,0.43615257048092865
767,srv_rerror_rate,dst_host_rerror_rate,0.3681592039800995,0.4626865671641791,0.47761194029850745,0.43615257048092865
243,land,num_outbound_cmds,0.4427860696517413,0.43283582089552236,0.43283582089552236,0.43615257048092865
538,num_file_creations,num_outbound_cmds,0.47761194029850745,0.40298507462686567,0.42786069651741293,0.43615257048092865
360,hot,dst_host_serror_rate,0.42786069651741293,0.40298507462686567,0.47761194029850745,0.43615257048092865
773,same_srv_rate,dst_host_srv_count,0.4079601990049751,0.4527363184079602,0.44776119402985076,0.43615257048092865
743,rerror_rate,diff_srv_rate,0.43283582089552236,0.47761194029850745,0.39800995024875624,0.43615257048092865
775,same_srv_rate,dst_host_diff_srv_rate,0.4228855721393035,0.47761194029850745,0.4079601990049751,0.43615257048092865
536,num_file_creations,num_shells,0.42786069651741293,0.417910447761194,0.4626865671641791,0.43615257048092865
300,urgent,hot,0.46766169154228854,0.42786069651741293,0.4129353233830846,0.43615257048092865
329,urgent,dst_host_srv_serror_rate,0.4129353233830846,0.472636815920398,0.417910447761194,0.43449419568822556
250,land,rerror_rate,0.48258706467661694,0.3880597014925373,0.43283582089552236,0.43449419568822556
708,serror_rate,srv_serror_rate,0.4129353233830846,0.44776119402985076,0.4427860696517413,0.43449419568822556
713,serror_rate,srv_diff_host_rate,0.417910447761194,0.5024875621890548,0.38308457711442784,0.43449419568822556
245,land,is_guest_login,0.42786069651741293,0.4527363184079602,0.4228855721393035,0.43449419568822556
497,su_attempted,diff_srv_rate,0.3781094527363184,0.44776119402985076,0.47761194029850745,0.43449419568822556
428,num_compromised,num_root,0.4577114427860697,0.3781094527363184,0.46766169154228854,0.43449419568822556
613,num_outbound_cmds,srv_serror_rate,0.4527363184079602,0.4129353233830846,0.43781094527363185,0.43449419568822556
134,flag,num_access_files,0.4577114427860697,0.39800995024875624,0.44776119402985076,0.43449419568822556
238,land,su_attempted,0.4427860696517413,0.43283582089552236,0.42786069651741293,0.43449419568822556
372,num_failed_logins,num_access_files,0.4427860696517413,0.43781094527363185,0.4228855721393035,0.43449419568822556
147,flag,dst_host_count,0.43781094527363185,0.4129353233830846,0.4527363184079602,0.43449419568822556
668,is_guest_login,dst_host_rerror_rate,0.43781094527363185,0.42786069651741293,0.43781094527363185,0.43449419568822556
514,num_root,is_host_login,0.4925373134328358,0.39303482587064675,0.417910447761194,0.43449419568822556
753,rerror_rate,dst_host_rerror_rate,0.4527363184079602,0.4527363184079602,0.39800995024875624,0.43449419568822556
634,is_host_login,srv_serror_rate,0.4129353233830846,0.4527363184079602,0.43781094527363185,0.43449419568822556
120,flag,src_bytes,0.417910447761194,0.4527363184079602,0.43283582089552236,0.4344941956882255
479,root_shell,dst_host_srv_serror_rate,0.4228855721393035,0.4228855721393035,0.4527363184079602,0.43283582089552236
449,num_compromised,dst_host_srv_diff_host_rate,0.39303482587064675,0.4577114427860697,0.44776119402985076,0.43283582089552236
666,is_guest_login,dst_host_serror_rate,0.4626865671641791,0.43781094527363185,0.39800995024875624,0.43283582089552236
624,num_outbound_cmds,dst_host_srv_diff_host_rate,0.42786069651741293,0.4577114427860697,0.4129353233830846,0.43283582089552236
750,rerror_rate,dst_host_srv_diff_host_rate,0.42786069651741293,0.4079601990049751,0.4626865671641791,0.43283582089552236
347,hot,serror_rate,0.39800995024875624,0.46766169154228854,0.43283582089552236,0.43283582089552236
831,dst_host_same_srv_rate,dst_host_srv_rerror_rate,0.4129353233830846,0.43781094527363185,0.44776119402985076,0.43283582089552236
331,urgent,dst_host_srv_rerror_rate,0.4626865671641791,0.3781094527363184,0.4577114427860697,0.43283582089552236
164,src_bytes,logged_in,0.47761194029850745,0.44776119402985076,0.373134328358209,0.43283582089552236
260,land,dst_host_srv_diff_host_rate,0.39303482587064675,0.47761194029850745,0.42786069651741293,0.43283582089552236
437,num_compromised,serror_rate,0.4925373134328358,0.39303482587064675,0.4129353233830846,0.43283582089552236
26,duration,srv_rerror_rate,0.44776119402985076,0.43781094527363185,0.4129353233830846,0.43283582089552236
534,num_root,dst_host_srv_rerror_rate,0.4228855721393035,0.417910447761194,0.4577114427860697,0.43283582089552236
581,num_shells,dst_host_srv_serror_rate,0.4427860696517413,0.39303482587064675,0.4626865671641791,0.43283582089552236
336,hot,root_shell,0.42786069651741293,0.42786069651741293,0.4427860696517413,0.43283582089552236
137,flag,is_guest_login,0.4527363184079602,0.35323383084577115,0.4925373134328358,0.43283582089552236
130,flag,su_attempted,0.42786069651741293,0.4626865671641791,0.40298507462686567,0.4311774461028193
311,urgent,is_host_login,0.417910447761194,0.44776119402985076,0.42786069651741293,0.4311774461028193
140,flag,serror_rate,0.4577114427860697,0.38308457711442784,0.4527363184079602,0.4311774461028193
146,flag,srv_diff_host_rate,0.43781094527363185,0.40298507462686567,0.4527363184079602,0.4311774461028193
236,land,num_compromised,0.417910447761194,0.4577114427860697,0.417910447761194,0.4311774461028192
630,is_host_login,is_guest_login,0.4427860696517413,0.40298507462686567,0.44776119402985076,0.4311774461028192
159,src_bytes,land,0.4527363184079602,0.48258706467661694,0.3582089552238806,0.4311774461028192
502,su_attempted,dst_host_diff_srv_rate,0.38308457711442784,0.4527363184079602,0.4577114427860697,0.4311774461028192
25,duration,rerror_rate,0.417910447761194,0.43283582089552236,0.4427860696517413,0.4311774461028192
752,rerror_rate,dst_host_srv_serror_rate,0.43781094527363185,0.43781094527363185,0.417910447761194,0.4311774461028192
458,root_shell,num_shells,0.4228855721393035,0.4079601990049751,0.4626865671641791,0.4311774461028192
185,src_bytes,dst_host_srv_count,0.44776119402985076,0.4079601990049751,0.43781094527363185,0.4311774461028192
194,src_bytes,??,0.4427860696517413,0.417910447761194,0.43283582089552236,0.4311774461028192
44,protocol_type,dst_bytes,0.40298507462686567,0.4228855721393035,0.46766169154228854,0.4311774461028192
600,num_access_files,dst_host_diff_srv_rate,0.43781094527363185,0.43781094527363185,0.417910447761194,0.4311774461028192
166,src_bytes,root_shell,0.4925373134328358,0.3781094527363184,0.4228855721393035,0.4311774461028192
183,src_bytes,srv_diff_host_rate,0.40298507462686567,0.4079601990049751,0.48258706467661694,0.4311774461028192
488,su_attempted,is_host_login,0.4527363184079602,0.46766169154228854,0.373134328358209,0.4311774461028192
723,serror_rate,dst_host_srv_rerror_rate,0.4079601990049751,0.47761194029850745,0.40298507462686567,0.4295190713101161
387,num_failed_logins,dst_host_same_srv_rate,0.4527363184079602,0.39800995024875624,0.43781094527363185,0.4295190713101161
737,srv_serror_rate,dst_host_srv_serror_rate,0.4427860696517413,0.4129353233830846,0.43283582089552236,0.4295190713101161
232,land,urgent,0.4626865671641791,0.39303482587064675,0.43283582089552236,0.4295190713101161
283,wrong_fragment,srv_serror_rate,0.4626865671641791,0.43781094527363185,0.3880597014925373,0.4295190713101161
309,urgent,num_access_files,0.48756218905472637,0.36318407960199006,0.43781094527363185,0.4295190713101161
655,is_guest_login,rerror_rate,0.417910447761194,0.43781094527363185,0.43283582089552236,0.4295190713101161
170,src_bytes,num_shells,0.4577114427860697,0.39800995024875624,0.43283582089552236,0.4295190713101161
571,num_shells,same_srv_rate,0.39800995024875624,0.43781094527363185,0.4527363184079602,0.4295190713101161
459,root_shell,num_access_files,0.44776119402985076,0.39800995024875624,0.4427860696517413,0.4295190713101161
530,num_root,dst_host_srv_diff_host_rate,0.39303482587064675,0.43781094527363185,0.4577114427860697,0.4295190713101161
592,num_access_files,rerror_rate,0.42786069651741293,0.4129353233830846,0.44776119402985076,0.4295190713101161
142,flag,rerror_rate,0.4228855721393035,0.42786069651741293,0.43781094527363185,0.4295190713101161
150,flag,dst_host_diff_srv_rate,0.417910447761194,0.4228855721393035,0.44776119402985076,0.4295190713101161
237,land,root_shell,0.4228855721393035,0.4228855721393035,0.43781094527363185,0.427860696517413
233,land,hot,0.373134328358209,0.4427860696517413,0.46766169154228854,0.427860696517413
358,hot,dst_host_same_src_port_rate,0.39800995024875624,0.4577114427860697,0.42786069651741293,0.427860696517413
63,protocol_type,serror_rate,0.42786069651741293,0.43283582089552236,0.4228855721393035,0.42786069651741293
184,src_bytes,dst_host_count,0.43283582089552236,0.43781094527363185,0.4129353233830846,0.42786069651741293
275,wrong_fragment,num_shells,0.3880597014925373,0.4626865671641791,0.43283582089552236,0.42786069651741293
172,src_bytes,num_outbound_cmds,0.43781094527363185,0.46766169154228854,0.3781094527363184,0.42786069651741293
504,su_attempted,dst_host_srv_diff_host_rate,0.43781094527363185,0.38308457711442784,0.4626865671641791,0.42786069651741293
544,num_file_creations,srv_serror_rate,0.46766169154228854,0.43283582089552236,0.38308457711442784,0.42786069651741293
733,srv_serror_rate,dst_host_diff_srv_rate,0.4626865671641791,0.39800995024875624,0.4228855721393035,0.42786069651741293
125,flag,hot,0.4129353233830846,0.44776119402985076,0.4228855721393035,0.42786069651741293
548,num_file_creations,diff_srv_rate,0.43781094527363185,0.43283582089552236,0.4129353233830846,0.42786069651741293
561,num_shells,num_access_files,0.4626865671641791,0.3681592039800995,0.4527363184079602,0.42786069651741293
383,num_failed_logins,diff_srv_rate,0.4228855721393035,0.43781094527363185,0.4228855721393035,0.42786069651741293
453,num_compromised,dst_host_srv_rerror_rate,0.39303482587064675,0.417910447761194,0.472636815920398,0.42786069651741293
343,hot,is_host_login,0.4626865671641791,0.373134328358209,0.4427860696517413,0.4262023217247098
286,wrong_fragment,same_srv_rate,0.42786069651741293,0.44776119402985076,0.40298507462686567,0.4262023217247098
28,duration,diff_srv_rate,0.44776119402985076,0.4577114427860697,0.373134328358209,0.4262023217247098
487,su_attempted,num_outbound_cmds,0.4129353233830846,0.39800995024875624,0.46766169154228854,0.4262023217247098
266,wrong_fragment,urgent,0.4129353233830846,0.40298507462686567,0.4626865671641791,0.4262023217247098
842,dst_host_same_src_port_rate,dst_host_srv_serror_rate,0.4079601990049751,0.4427860696517413,0.42786069651741293,0.4262023217247098
249,land,srv_serror_rate,0.43781094527363185,0.3781094527363184,0.4626865671641791,0.4262023217247098
543,num_file_creations,serror_rate,0.417910447761194,0.43283582089552236,0.42786069651741293,0.4262023217247098
369,num_failed_logins,num_root,0.4626865671641791,0.3681592039800995,0.44776119402985076,0.4262023217247098
510,num_root,num_file_creations,0.43283582089552236,0.43283582089552236,0.4129353233830846,0.4262023217247098
371,num_failed_logins,num_shells,0.417910447761194,0.417910447761194,0.4427860696517413,0.4262023217247098
621,num_outbound_cmds,dst_host_same_srv_rate,0.42786069651741293,0.42786069651741293,0.4228855721393035,0.4262023217247098
287,wrong_fragment,diff_srv_rate,0.4129353233830846,0.42786069651741293,0.43781094527363185,0.4262023217247098
234,land,num_failed_logins,0.43283582089552236,0.38308457711442784,0.4626865671641791,0.4262023217247098
518,num_root,serror_rate,0.39800995024875624,0.472636815920398,0.4079601990049751,0.4262023217247098
389,num_failed_logins,dst_host_same_src_port_rate,0.4228855721393035,0.42786069651741293,0.42786069651741293,0.4262023217247098
594,num_access_files,same_srv_rate,0.39303482587064675,0.4079601990049751,0.472636815920398,0.42454394693200664
764,srv_rerror_rate,dst_host_srv_diff_host_rate,0.417910447761194,0.43283582089552236,0.4228855721393035,0.42454394693200664
429,num_compromised,num_file_creations,0.4626865671641791,0.44776119402985076,0.36318407960199006,0.42454394693200664
614,num_outbound_cmds,rerror_rate,0.36318407960199006,0.43781094527363185,0.472636815920398,0.42454394693200664
392,num_failed_logins,dst_host_srv_serror_rate,0.43781094527363185,0.417910447761194,0.417910447761194,0.42454394693200664
447,num_compromised,dst_host_diff_srv_rate,0.4527363184079602,0.4577114427860697,0.36318407960199006,0.42454394693200664
567,num_shells,serror_rate,0.40298507462686567,0.4228855721393035,0.44776119402985076,0.42454394693200664
171,src_bytes,num_access_files,0.4427860696517413,0.4427860696517413,0.3880597014925373,0.42454394693200664
663,is_guest_login,dst_host_diff_srv_rate,0.4079601990049751,0.4427860696517413,0.4228855721393035,0.42454394693200664
460,root_shell,num_outbound_cmds,0.4129353233830846,0.46766169154228854,0.39303482587064675,0.42454394693200664
76,protocol_type,dst_host_serror_rate,0.42786069651741293,0.42786069651741293,0.417910447761194,0.42454394693200664
849,dst_host_srv_diff_host_rate,dst_host_srv_rerror_rate,0.39800995024875624,0.417910447761194,0.4577114427860697,0.42454394693200664
616,num_outbound_cmds,same_srv_rate,0.4079601990049751,0.48258706467661694,0.38308457711442784,0.42454394693200664
144,flag,same_srv_rate,0.373134328358209,0.5124378109452736,0.3880597014925373,0.42454394693200664
73,protocol_type,dst_host_diff_srv_rate,0.4427860696517413,0.4427860696517413,0.3880597014925373,0.42454394693200664
341,hot,num_access_files,0.46766169154228854,0.472636815920398,0.3283582089552239,0.4228855721393035
312,urgent,is_guest_login,0.4228855721393035,0.44776119402985076,0.39800995024875624,0.4228855721393035
